,course_code,course title,description,curriculum_category,rank 1 competency,rank 2 competency,rank 3 competency,rank 4 competency,rank 5 competency,rank 6 competency,rank 7 competency,rank 8 competency,rank 9 competency,rank 10 competency,Rank 1 Competency Similarity Score,Rank 2 Competency Similarity Score,Rank 3 Competency Similarity Score,Rank 4 Competency Similarity Score,Rank 5 Competency Similarity Score,Rank 6 Competency Similarity Score,Rank 7 Competency Similarity Score,Rank 8 Competency Similarity Score,Rank 9 Competency Similarity Score,Rank 10 Competency Similarity Score
218,USGS-OED-H1863-PassSamTheoryPrac,Passive Samplers: Theory and Practical Uses,"SUMMARY AND OBJECTIVES: This course is intended to introduce scientists to the collection of organic chemical data using various types of passive samplers. The course will provide a background on how passive samplers work, suggested use in the field, QA/QC and data management, use of the water calculator, and examples of how passive samplers have been used to solve environmental issues. The course also will provide a short field exercise so that students can become confident deploying and retrieving the samplers. 

The objectives of the course is that scientists will be comfortable with the theory and practice of using passive samplers in surface water (semipermeable membrane devices, polar organic chemical integrative samplers and continuous low-level aquatic monitoring). Scientists will be able to plan and implement studies using passive samplers and be comfortable with field deployment and use of the water calculator for determining chemical concentrations for certain compounds. 

PRE-REQUISITES: An understanding of organic chemistry would be useful for this course but not required. 

COURSE CONTACT: Michael Rosen (775) 887-7683 mrosen@usgs.gov
",Water-Natural Resource Management,Fluid Dynamics and Mechanics,Physics,Modeling and Simulation,Soil Science,Restraint and Self-defense,Chemistry (*),Astronomy,Propulsion and Power,Health Physics,Manages and Organizes Information,0.290057898,0.249584466,0.248533428,0.228190035,0.226829425,0.22227720899999998,0.22134766,0.21936883,0.218821794,0.217180893
219,USGS-E-16-291-EnvironMgtCDEPC,Environmental Management for the CDEPC,"TARGET AUDIENCE: CDEPCs; USGS only

SUMMARY AND OBJECTIVES: _​_This training reviews selected topics pertinent to the role of the USGS Collateral Duty Environmental Program Coordinator (CDEPC). Attendees will be immersed in learning exercises focused on the core concepts of environmental compliance and management through discussions, demonstrations, and peer learning. Tuition is free, but your Center is responsible for your travel costs. 

COURSE CONTACT: Aaron Stern (703) 648-7570 astern@usgs.gov

",Environmental Regulations and Planning,Rangeland Management,Forest Management,Environmental Engineering,Stakeholder Management,Information Technology Program Management,Fire Management,Managing Human Resources,Performance Management,Project Management,Capacity Management,0.373442292,0.366478741,0.338633925,0.32424542300000003,0.313383788,0.308320165,0.29417187,0.290863514,0.284348637,0.28194049
220,USGS-OED-ID2015-GWSWInteraction,Groundwater/Surface-Water Interactions,"TARGET AUDIENCE: Experienced hydrologists interested in developing skills to better understand and evaluate groundwater and surface-water interactions.

SUMMARY AND OBJECTIVES: This course has two goals: (1) to introduce students to the theory and methods of analysis for groundwater/surface-water exchange fluxes and associated processes and (2) to make students aware of current research on groundwater/surface-water interactions. topics include: hydrograph separation, mass-balance models, analytical and numerical modeling, field techniques including hydrometric and tracer-based methods, quantification of chemical reactions affecting contaminants, and role of groundwater/surface-water interactions in supporting functional values of aquatic ecosystems. Please see agenda for further information. This Course complements course ID2015F ""Field Techniques for Groundwater/Surface-Water Interactions.""  

To be more knowledgeable in groundwater/surface-water interactions.

TUITION COST: $810 Please contact Staci Unruh (303) 236-9351 or sdunruh@usgs.gov to provide tuition payment information.

COURSE CONTACT: Paul Barlow (508) 490-5070 pbarlow@usgs.gov
",Water-Natural Resource Management,Interpersonal Skills (*),Modeling and Simulation,Entomology,Nuclear Physics,Surveying,Physical Sciences,Wildlife Biology,Chemistry (*),Rangeland Management,Hydrology,0.35038203,0.349594474,0.34674310700000005,0.344617546,0.333119512,0.327220976,0.324304312,0.32415333399999996,0.323829174,0.32298535100000003
221,USGS-OED-ID2019-IsotopeHydro,Isotope Hydrology,"TARGET AUDIENCE: This course is intended for hydrologists

SUMMARY AND OBJECTIVES: This 5-day course will include an overview of the concepts of stable and radioactive isotopes and their application to solving practical problems. Investigations with isotopes of hydrogen, oxygen, carbon, nitrogen, sulfur, strontium and other elements will consider such topicss as determination of the sources of ground-water and surface-water, isotope hydrograph separations, recharge rate, ground-water dating, geochemical behavior of selected isotopes, verification of hydrologic flow models, sources of contaminants, and paleoclimatology. 

To become knowledgeable & engaged in environmental isotope hydrology studies.
",Geospatial Sciences-Natural Resource Management,Nuclear Physics,Hydrology,Nuclear Engineering,Geotechnical Engineering,Geology,Geophysics,Metallurgy,Hydraulic Engineering,Petroleum Engineering,Soil Science,0.424603492,0.41337496,0.37493181200000003,0.37379074100000004,0.356640935,0.356525838,0.346726775,0.338802516,0.31979847,0.312468201
222,USGS-OED-ID2051-MicroGeoChemGWSW,Microbial Geochemistry of Ground and Surface-Water Systems,"TARGET AUDIENCE: Personnel who are engaged in ground or surface-water quality projects but who have little background in microbiology, including personnel with significant experience, should benefit from attendance.

SUMMARY AND OBJECTIVES: The course will focus on how microbially mediated transformations affect water chemistry in pristine and contaminated aquatic environments. Approximately one-half of the available time will be devoted to a lecture format in which the basic principles of microbial morphology, physiology, and ecology will be introduced, the biochemistry of pristine and contaminated environments discussed, and the principles of bioremediation examined. The remaining half of the time will be devoted to learning hands on laboratory techniques for studying microbial processes in aquatic and aquifer sediments. 

This 5-day course is designed to introduce concepts and techniques of microbiology and microbial ecology as they apply to studies of ground and surface-water geochemistry.
",Water-Natural Resource Management,Hydrology,Soil Science,Entomology,Fluid Dynamics and Mechanics,Systems Testing and Evaluation,Geophysics,Geotechnical Engineering,Flight Systems,Life Sciences and Systems,Geology,0.36645010100000003,0.365216345,0.34590619799999994,0.345663071,0.340472281,0.33573854,0.334046006,0.333047986,0.33138352600000004,0.314729154
223,USGS-OED-ID2268-CatchmentHydro,Catchment Hydrology,"TARGET AUDIENCE: Anyone whose work involves or will involve the use of TOPMODEL will benefit from the background on the theoretical basis of the model combined with the practical hands-on approach to its use that are provided in this course.

SUMMARY AND OBJECTIVES:  This course will begin with an introduction and a description of the components of a catchment water balance, including a discussion of techniques for measuring precipitation and evapotranspiration. Catchment runoff processes and hydrograph separation techniques for elucidating the components of streamflow during high runoff events will then be discussed. The importance of multi-evidence approaches that combined tracer data with physical measurements will be emphasized. The next part of the course will be devoted to catchment modeling and to a discussion of TOPMODEL. Students will first learn about spatial databases and obtaining spatial parameters using the Weasel program and then will learn how to use XTOP_PRMS, a model that combines canopy interception and snowpack processes with TOPMODEL. On the third day a number of catchment hydrology studies will be discussed, including ones in which the instructors have been principal investigators. Examples from a variety of geological and climatic settings will be used. During the afternoon students will begin work on group problem sets in which they will be given some hydrologic data and asked to answer some questions to interpret runoff processes in a catchment. Data from catchments that are part of the USGS WEBB (Water Energy and Biogeochemical Budgets) program will be used in this exercise. There will be one more morning of discussions on catchment residence time and hydrology-biogeochemistry linkages, then the students will have additional time to complete their problem sets and prepare for a presentation of their results on the final morning. 

This course is designed for anyone who wants to gain a greater theoretical and practical understanding of the elements of a catchment water balance, the processes that control runoff, and the interaction of ground water and surface water, primarily in small to medium size catchments (1 km 2 - 500 km 2).
",Water-Natural Resource Management,Hydrology,Surveying,Geology,Geotechnical Engineering,Soil Science,Geophysics,Hydraulic Engineering,Entomology,Mining Engineering,Geographical Sciences,0.536079466,0.42706626700000005,0.416899174,0.409922689,0.394031763,0.391933918,0.34811270200000005,0.33680468799999996,0.32292488199999997,0.321446985
224,USGS-OED-QW1028-FldWatGWSW,Field Water-Quality Methods for Groundwater and Surface-Water,"TARGET AUDIENCE: The course is intended for all personnel involved in the collection & processing of water-quality samples. Other employees may attend the course depending upon their individual training needs.Two all-day field trips, requiring hands-on field work are required components of this class.

SUMMARY AND OBJECTIVES: This 2-week course is designed to introduce employees to U.S. Geological Survey methodologies for (1) collecting and processing samples of groundwater and surface-water, for water-quality analyses and (2) completing common field water-quality measurements. Students will practice sample-collection and processing techniques for trace elements, organics, nutrients, major ions, and microorganisms. The theory, methodology, and equipment used to measure water temperature, specific conductance, dissolved oxygen, pH, alkalinity, turbidity and selected microorganisms will be covered.  

PREREQUISITE: The ideal candidate will have 1 year on the job field experience collecting water quality data and collecting and processing water quality samples

COURSE CONTACT: Stan Skrobialowski (703) 648-6902 sski@usgs.gov

THIS COURSE MAY BE OFFERED AGAIN DURING THE SUMMER IF THE FIRST OFFERING IS FULLY SUBSCRIBED.

",Water-Natural Resource Management,Hydrology,Soil Science,Geotechnical Engineering,Hydraulic Engineering,Geophysics,Fluid Dynamics and Mechanics,Petroleum Engineering,Fishery Biology,Mining Engineering,Surveying,0.317453325,0.29050645199999997,0.282174081,0.27446213399999997,0.26673612,0.24746212399999998,0.236104697,0.23441653,0.228764981,0.22695478800000002
225,USGS-OED-QW1075-StatMethEnvDataAnal,Statistical Methods for Environmental Data Analysis,"TARGET AUDIENCE: USGS Personnel responsible for analyzing hydrologic data or reviewing interpretive reports may attend. Non-USGS persons may attend on a space available basis. Please contact ""Primary Contact"" for further instructions.

SUMMARY AND OBJECTIVES:  This course will introduce statistical methods appropriate for analyzing and interpreting surface-water, groundwater, and water-quality data. The assumptions behind each statistical technique and the appropriate situations for their application will be stressed. Real-world hydrology examples will be used to illustrate statistical theory using the R statistical language. Topics include confidence intervals, hypothesis tests, correlation, ANOVA, simple and multiple linear regression, nonparametric alternatives to regression, ANCOVA, censored data methods, graphical presentation of results, considerations for writing, logistic regression, and trend analysis. The methods used are extendable to other types of environmental data.

NOTE: A laptop is required for this course.

PREREQUISITE: 

	* Students must bring their own laptop with the most current versions of R and RStudio pre-installed (https://owi.usgs.gov/R/resources.html#getting-started).
	* A basic familiarity with the statistical software program R. This prerequisite may be met through:

	*
Work or educational experience,

	*

Taking this USGS self-paced online R course https://owi.usgs.gov/R/training-curriculum/intro-curriculum/, or

	*

Taking an in-person R course through the USGS (https://doitalent.ibc.doi.gov/enrol/index.php?id=3630).

Some basic statistical knowledge. This prerequisite may be met through:

	*
Past completion of an introductory statistics course, or

	*

Studying this open textbook https://open.umn.edu/opentextbooks/BookDetail.aspx?bookId=135, or

	*
Completion of one of these online courses in Coursera: Introduction to Probability and Data, https://www.coursera.org/learn/probability-intro; or Statistical Inference,  https://www.coursera.org/learn/statistical-inference; or Basic Statistics, https://www.coursera.org/learn/basic-statistics.

Completion of pre-course readings, which will be sent out when registration closes.

COURSE CONTACT: Karen Ryberg (701) 250-7422 kryberg@usgs.gov

",Water-Natural Resource Management,Financial Analysis,Data Management,Requirements Analysis,Organizational Performance Analysis,Data Systems,Information Resources Strategy and Planning,HR Information Systems,Cost-Benefit Analysis,Cost Estimation and Analysis,Environmental Engineering,0.322278917,0.306205928,0.289329708,0.282615542,0.28239142899999997,0.258149207,0.255000442,0.24866306800000001,0.242724568,0.238557711
226,USGS-OED-QW1313-IntrofldQualMethGW,Introduction to Field Water Quality Methods for Ground Water,"TARGET AUDIENCE: Personnel of the US Geological Survey

SUMMARY AND OBJECTIVES: This 2.5 day course is designed to introduce the employee to U.S. Geological Survey methodologies for (1) collecting and processing samples of ground water for water-quality analyses and (2) completing commonly made field water-quality measurements. Sample-collection and field-handling techniques for trace elements, organics, nutrients, major ions, and bacteria will be described. The theory, methodology, and equipment used to measure water temperature, specific conductance, dissolved oxygen, pH, and alkalinity will be covered. 

To obtain general knowledge

",Geospatial Sciences-Natural Resource Management,Soil Science,Hydrology,Hydraulic Engineering,Geotechnical Engineering,Petroleum Engineering,Surveying,Fluid Dynamics and Mechanics,Fishery Biology,Systems Testing and Evaluation,Geophysics,0.299861521,0.29679223899999996,0.292406648,0.246931285,0.236132383,0.23277109899999998,0.230918735,0.229701295,0.219897062,0.219403967
227,USGS-OED-QW1314-IntrofldQualMethSW,Introduction to Field Water Quality Methods for Surface Water,"TARGET AUDIENCE: Personnel of the US Geological Survey

SUMMARY AND OBJECTIVES: This 2.5 day course is designed to introduce the employee to U.S. Geological Survey methodologies for (1) collecting and processing samples of surface water for water-quality analyses and (2) completing commonly made field water-quality measurements. Sample-collection and field-handling techniques for trace elements, organics, nutrients, major ions, and bacteria will be described. The theory, methodology, and equipment used to measure water temperature, specific conductance dissolved oxygen, pH, and alkalinity will be covered. 

To obtain general knowledge

",Geospatial Sciences-Natural Resource Management,Hydrology,Soil Science,Hydraulic Engineering,Fishery Biology,Fluid Dynamics and Mechanics,Geotechnical Engineering,Wildlife Biology,Surveying,Petroleum Engineering,Geophysics,0.301185727,0.277342439,0.276369572,0.24948790699999998,0.241716266,0.239475995,0.234041125,0.232569307,0.227506787,0.226230145
228,USGS-OED-QW1315-IntroFldQualMeth,Introduction to Field Water Quality Methods for Surface-Water and Ground-Water,"TARGET AUDIENCE: US Geological Survey personnel

SUMMARY AND OBJECTIVES: This 3.5 day course is designed to introduce the employee to U.S. Geological Survey methodologies for (1) collecting and processing samples of surface-water and ground-water for water-quality analyses and (2) completing commonly made field water-quality measurements. Sample-collection and field-handling techniques for trace elements, organics, nutrients, major ions and bacteria will be described. The theory, methodology, and equipment used to measure water temperature, specific conductance dissolved oxygen, pH, and alkalinity will be covered. 

To obtain general knowledge

",Geospatial Sciences-Natural Resource Management,Hydrology,Hydraulic Engineering,Geotechnical Engineering,Soil Science,Geophysics,Fluid Dynamics and Mechanics,Fishery Biology,Systems Testing and Evaluation,Information Resources Strategy and Planning,Petroleum Engineering,0.332200885,0.296758711,0.277501673,0.273436248,0.257187307,0.25298264600000003,0.24220825699999998,0.23547369199999998,0.234915391,0.234447435
229,USGS-OED-QW2030-BioChemSmWtrshed,Biochemistry of Small Watersheds,"TARGET AUDIENCE: Attendance is open to USGS employees who are currently involved in water quality studies of a nature related to the subject matter of the course or those who expect to become involved in such a study in the near future.  

SUMMARY AND OBJECTIVES:  This 5-day course will explore how biogeochemical processes affect the chemistry of ground water and surface water in small watersheds. The course will begin with a review of watershed hydrology concepts followed by a discussion of the watershed approach for studying terrestrial nutrient cycling processes. Results from the Hubbard Brook and Loch Vale Ecosystem Studies will be used to illustrate key concepts. Methodologies for developing watershed input-output budgets will then be introduced. Successive days will feature discussions of geochemical processes and modeling, physical transport processes in streams, wetlands biogeochemistry, nitrogen cycling in the hyporheic zone, and organic carbon cycling processes. Nutrient cycling processes in urban/suburban watersheds will be discussed on the third day. Throughout these discussions, the linkage of terrestrial and aquatic ecosystems will be emphasized. An important part of the course will be the problem sets, where groups of 3-4 students will be provided with water chemistry data to interpret. Groups will work on these problem sets throughout the week, and present a summary of their results on the last day of class.  

This 5-day course will explore how biogeochemical processes affect the chemistry of ground water and surface water in small watersheds.

",Water-Natural Resource Management,Hydrology,Fishery Biology,Entomology,Geophysics,Botany,Soil Science,Geology,Wildlife Biology,Geotechnical Engineering,Petroleum Engineering,0.39890322100000003,0.395224035,0.36825251600000003,0.34529957200000005,0.33112534899999996,0.32514929800000003,0.321567297,0.318725169,0.314567208,0.308807671
230,USGS-OED-QW2048-EnvironProcOrgChem,Environmental Processing Organic Chemicals,"TARGET AUDIENCE: Employees involved or interested in environmental processing of organic chemicals, primarily semi-volatile organic pollutants.

SUMMARY AND OBJECTIVES: Participants will be introduced to the major chemical classes of organic pollutants and their important physical/ chemical properties. The dominant factors in environmental processing will also be discussed including sorption/ partitioning, air-water exchange, hydrolysis, oxidation, photolysis, bioaccumulation, and other fate and transport mechanisms, enabling students to develop a firm understanding of the movement of organic pollutants in geochemical cycles with particular reference to transport processes that influence water quality. 

Gain knowledge in environmental processing of organic chemicals.

",Physical Sciences-Natural Resource Management,Chemical Engineering,Environmental Engineering,Ecology,Petroleum Engineering,Chemistry (*),Wildlife Biology,Soil Science,Systems Life Cycle,Materials Engineering,Biology,0.36661434200000004,0.34963598799999995,0.346863985,0.321272224,0.31607854399999996,0.315370142,0.299125612,0.296152472,0.295536578,0.293568909
231,USGS-OED-QW2310-MidContLakeResvEutro,Mid-Continent Lake and Reservoir Eutrophication,"TARGET AUDIENCE: The target audience is studies chiefs and project chiefs who are or would like to be actively engaged in lake and reservoir studies, and who plan to develop proposals and projects in this topics.

SUMMARY AND OBJECTIVES: Central Region is sponsoring a 3-day training class to share technical information, case studies, and discuss program development opportunities for lake and reservoir studies that are impacted by nutrients eutrophication, and excessive algal growth. The training will involve lectures and panel discussions. Issues to be covered included - Nutrient and Sediment Transport/Loadings to Lakes and Reservoirs, TMDLs and Regulatory Needs, Load Estimation Uncertainty - Lake and Reservoir Processes - Concerns for Lakes and Reservoirs that are Sources of Drinking Water - Lake and Reservoir Modeling Capabilities - Program Development Opportunities. 

To learn technical information, case studies, and discuss program development opportunities for lake and reservoir studies that are impacted by nutrients eutrophication, and excessive algal growth.
",Geospatial Sciences-Natural Resource Management,Hydrology,Petroleum Engineering,Mining Engineering,Geotechnical Engineering,Hydraulic Engineering,Fishery Biology,Fluid Dynamics and Mechanics,Ecology,Transportation Engineering,Geophysics,0.31783038399999997,0.298322082,0.283199668,0.281622887,0.274912328,0.256147891,0.235295385,0.232185289,0.219714835,0.21839401100000003
232,USGS-OED-QW2348-SPARROWSWQMod,SPARROW Surface-Water Quality Modeling,"TARGET AUDIENCE: Researches and water-resource mangers interested in using the output from existing calibrated SPARROW models or developing new models are encouraged to attend. Datasets will be provided for all exercises and problem sets; attendees are not expected to bring datasets to the class. 

SUMMARY AND OBJECTIVES:   The 4-day course will provide instruction in the use of SPARROW (SPAtially Referenced Regressions On Watershed attributes), a hybrid statistical/mechanistic technique for modeling the occurrence and transport of contaminants in surface waters. SPARROW models are statistically calibrated using nonlinear estimation methods with stream water-quality monitoring data and geographic information on watershed characteristics. The mechanistic components of the model include explicit surface water flow paths, non-conservative transport processes, and mass-balance constraints. The separation of land and water components in the model provides estimates of the rates of pollutant delivery to streams from point and diffuse sources and the rates of transport and loss in streams and reservoirs. Model predictions are reported for individual stream reaches and watersheds, and include estimates of mass flux, yield, concentration, the source contributions to water, and the uncertainties associated with these predictions. SPARROW has been applied to nutrients, pesticides, suspended sediment, and fecal bacteria, and is applicable to other measures of water quality, stream biology, and streamflow. The class provides a theoretical and practical introduction to SPARROW modeling techniques, including ""hands-on"" opportunities to use the new SAS-based SPARROW software. For additional information on SPARROW, including extensive documentation of the method and a user guide for the software, see http://water.usgs.gov/nawqa/sparrow.
",Geospatial Sciences-Natural Resource Management,Modeling and Simulation,Hydraulic Engineering,Public Planning,Wildlife Biology,Fishery Biology,Mining Engineering,Entomology,IT Modeling and Simulation,Soil Science,Logical Systems Design,0.2987037,0.260658741,0.24332290899999998,0.239614889,0.23602657,0.234941155,0.232358903,0.231545255,0.230609521,0.22590528399999998
233,USGS-OED-QW3190-FieldMethRef,Water Quality Field Methods Refresher,"TARGET AUDIENCE: The intended audience is field personnel who have attended the “Field Water-Quality Methods for Groundwater and Surface Water” course QW1028 training course three or more years ago, managers, project chief, and water-quality specialists.  

SUMMARY AND OBJECTIVES: This course is designed to enhance skills and knowledge in water-quality field techniques for participants who attended the 2-week Field Water-Quality Methods for Groundwater and Surface-Water course QW1028 sometime in the past and to provide information on current technology and methods for participants who may be involved in program development (managers, project chief, science center quality specialists).  The course focuses on hands-on application of current protocols for groundwater and surface-water sample collection and processing.  Current and emerging microbiological methods and other topical water-quality sampling and processing methods will be discussed. 

PREREQUISITES: Attended course QW1028, Field Water-Quality Methods for Groundwater and Surface Water three years or more ago.

TUITION: $2560 Please contact Staci Unruh (303) 236-9351 or sdunruh@usgs.gov to provide tuition payment information.

COURSE CONTACT: Stan Skrobialowski  (703) 648-6902 sski@usgs.gov   

",Water-Natural Resource Management,Hydraulic Engineering,Hydrology,Geotechnical Engineering,Soil Science,Fluid Dynamics and Mechanics,Technical Competence,Petroleum Engineering,Principles of Accounting,Mining Engineering,Public Planning,0.34297823899999996,0.321162522,0.321003735,0.29085969899999997,0.28220751899999996,0.27454853100000004,0.256200224,0.254497349,0.249780267,0.242516398
234,USGS-OED-SW1004-BasicHydroPrncpls,Basic Hydraulic Principles,"TARGET AUDIENCE: Hydrologists or hydrologic technicians whose work involves application of hydraulics.  

SUMMARY AND OBJECTIVES:  This course combines an element of distance learning with onsite lectures and class problems in the study of basic open channel flow. Specifically, subject matter includes forces on submerged objects, conservation of energy, velocity profiles, resistance, the momentum principles, roughness coefficients, energy losses, backwater computation, flow through culverts, flow over dams, and flow through weirs. The in-class portion of the course has 18 2-hour instructional blocks. Each instructional block consists of a lecture followed by time for the students to work on problems to reinforce the material covered in the lecture. Prior to the course, participants will be sent a math refresher that is required to be completed before attending the in-class portion of the course. The math refresher will ensure that the student has the proper math skills to tackle the hydraulics problems presented in this course. Additionally, students will be required to review a few online lectures and complete a small subset of problems prior to the course in order to give participants early exposure to the material and hopefully increase the understanding and comprehension of the material presented in class.  

Provide instruction in basic hydraulic principles as applied to open channel hydraulics.  

PRE-REQUISITES: All attendees must have a working knowledge of algebra and some background in basic physics. In addition, the Office of Surface Water recommends that prior to taking this Course, attendees have done one of the following:

	* Completed the Hydrographer Hydraulics (USGS-OSW-WRD-SW1524-HydroHydraul) course, 

	* Have successfully completed a college-level physics class, 

	* Have had significant on-the-job experience with indirect measurement of discharge or step-backwater computations, or 

	* Have taken training courses which involve hydrology and hydraulic concepts. Potential attendees should contact the course developer Robert Holmes if they have questions about their preparation for this Course.  

NOTE: Please also note that this Course is a prerequisite for both Surface-Water Hydraulic Analysis courses (USGS-OED-SW2009A-HydraAnalFlowPartI and USGS-OED-SW2009B-HydraAnalFlowPartII)

COURSE CONTACT: Robert Holmes (573) 308-3581 bholmes@usgs.gov
",Water-Natural Resource Management,Hydraulic Engineering,Principles of Accounting,Fluid Dynamics and Mechanics,Principles of Finance,Geotechnical Engineering,Transportation Engineering,Soil Science,Health Physics,Mechanical Engineering,Hydrology,0.484733105,0.39846587200000005,0.349636614,0.335371673,0.284294695,0.280661583,0.273523927,0.27196002,0.267121732,0.265038311
235,USGS-OED-SW1091-SedDataCol,Sediment Data-Collection Techniques,"TARGET AUDIENCE:  Personnel who are actively engaged in/plan on becoming involved in/or supervise individuals engaged in sediment or water-quality data-collection activities; those interested in sediment-surrogate technologies for suspended-sediment-bed-material and bedload-data collection; anyone who is or will be actively involved in the collection of data for a Surface-Water Toxic Waste, NAWQA or NASQAN Programs, coal hydrology studies, geomorphic assessments that require fluvial-sediment data, science-supported activities for stream restoration, and other monitoring or research endeavors involving fluvial sediment.

SUMMARY AND OBJECTIVES: This training course is intended to provide instruction in basic sediment data-collection techniques with principal emphasis on: basic fluvial-sediment concepts; sampler characteristics; field techniques for sampling with suspended-sediment, bed material, and bedload samplers; laboratory analyses of sediment samplers; overview of computation of sediment-discharge records; selected methods for estimating sediment properties from surrogate technologies based on bulk-optic, digital-optic, laser, acoustic, and densimetric principles including selected demos; overview of a protocol using continuous turbidity and streamflow data to compute suspended-sediment discharge records; description of the characteristics of a suite of pressure-difference bedload samplers patterned after the Helley-Smith sampler; quality-assurance procedures; and other sediment-related subjects both centered on the Pacific Northwest and elsewhere.  To gain the basic sediment data-collection techniques. About half of the course period is devoted to ""hands-on"" field experience using a variety of samplers and techniques from bridges over and wading in west-central Washington streams including those draining the Mt. St. Helens region.

PREREQUISITES: Those taking this Course are encouraged to take (before or after) SW2096, Sediment Records Computation and Interpretation.

NOTE: Hand calculators are required for some classroom work. Paper tablets will be provided for notes but pre-printed lecture notes will not be distributed. In lieu of pre-printed lecture notes, an SW1091 course website containing all the presentations and a plethora of other information germane to sediment-data collection and -analysis techniques will be provided before the training session. Students will have the option of printing lecture notes to carry to the class if they wish. The website will also provide the agenda, maps, lodging details, and other links of interest.

TUITION COSTS: $2,390 Please contact Staci Unruh (303) 236-9351 or sdunruh@usgs.gov to provide tuition payment information.

COURSE CONTACT: Gary Johnson (217) 328-9720 gjohnson@usgs.gov
",Water-Natural Resource Management,Hydrology,Soil Science,Geology,Geotechnical Engineering,Hydraulic Engineering,Technical Competence,Mining Engineering,Petroleum Engineering,Surveying,Fluid Dynamics and Mechanics,0.340441912,0.33869603299999995,0.333102524,0.328457505,0.323619366,0.301305622,0.298463851,0.295503378,0.294031322,0.276378125
236,USGS-OED-SW1163-IndirMeasPeakDisc,Indirect Measurement of Peak Discharge,"TARGET AUDIENCE: Open to all USGS Employees.

SUMMARY AND OBJECTIVES: This course will describe the field and office procedures required to measure peak discharge using indirect methods, with emphasis on the slope-area method. Focus will be on data requirements, surveying procedures, high-water marks, selection of cross sections, plotting methods, and computational procedures. Field and office procedures will be covered. Students will survey a field site and compute the discharge from a recent peak flow using the slope-area technique.  

PREREQUISITES: Familiarity with basic surveying.

COURSE CONTACT: Terry Kenney (801) 908-5046 tkenney@usgs.gov

",Water-Natural Resource Management,Cost Estimation and Analysis,Performance Measurement,Cost Accounting,Organizational Performance Analysis,Public Planning,Cost-Benefit Analysis,Principles of Accounting,Surveying,Product Evaluation,First Response,0.336961836,0.321190298,0.309731573,0.267780662,0.23642337300000002,0.235975325,0.22922991199999998,0.22395966899999997,0.223011345,0.208598614
237,USGS-OED-SW1182-RateCurve,Stage-Discharge Rating Curve Analysis,"TARGET AUDIENCE: This class in intended for individuals proficient in the computation of streamflow records using the stage-discharge method, but have little experience or training developing stage-discharge rating curves using USGS methods. Students should have basic knowledge of AQUARIUS such as being able to navigate within Springboard, Field Data Editor (FDE), and Rating Development Toolbox (RDT).

SUMMARY AND OBJECTIVES: This class will provide instruction on the development, computation, and use of simple stage-discharge ratings. This hands-on class will be taught using a field-based empirical approach to the development of stage-discharge rating curves following USGS methods. Topics will include hydraulic controls at gaging stations, plotting scales and offsets, single and multiple offset rating development, and the development of rating curve adjustments, commonly known as shifts. The course objective is to provide attendees with the necessary skills to develop and analyze stage discharge rating curves and variable shift diagrams required in the computation of streamflow records.  

COURSE CONTACT: Terry Kenney (801) 908-5046 tkenney@usgs.gov
",Water-Natural Resource Management,Cost Estimation and Analysis,Financial Analysis,Organizational Performance Analysis,Requirements Analysis,Vulnerabilities Assessment,Cost-Benefit Analysis,Mental Visualization,Systems Testing and Evaluation,Soil Science,Software Testing and Evaluation,0.37789660700000005,0.36467245200000004,0.354738712,0.34886968100000004,0.340812922,0.304258525,0.30258283,0.283186018,0.274457335,0.268148392
238,USGS-OED-SW2085-UnSatZoneHydro,Unsaturated-Zone Hydrology,"TARGET AUDIENCE: The course will benefit personnel with problems involving unsaturated-zone hydrology. Such problems include the estimation of the quantity and quality of return flows from irrigation, the effects of land-use changes on ground-water recharge, the potential for contamination from disposal areas and mine tailings, the fate of nonaqueous-phase liquid spills, and the calculation of water-budgets including rainfall-runoff relations and evapotranspiration. The course assumes no prior knowledge of unsaturated-flow theory.

SUMMARY AND OBJECTIVES:  This course covers the application of basic principles that govern the occurrence and movement of fluids and energy in the unsaturated zone to hydrologic problems. Introductory concepts will be taught in a 12-week correspondence portion through assigned readings and exercises. The 1-week portion in a classroom will include hands-on laboratory exercises to illustrate concepts and demonstrate methods for determining (1) the status of unsaturated-zone fluids and (2) the hydraulic properties of unsaturated materials. The classroom portion will also explore emerging practices through case studies and provide familiarization with analytical and numerical techniques.  To gain the basic principles that govern the occurrence and movement of fluids and energy in the unsaturated zone to hydrologic problems. 
PLEASE NOTE: The correspondence portion of the course will require approximately 60 hours total (5 hours per week).

",Water-Natural Resource Management,Hydrology,Geology,Geophysics,Soil Science,Geotechnical Engineering,Surveying,Entomology,Hydraulic Engineering,Botany,Geographical Sciences,0.635880589,0.48812159899999996,0.46938315,0.45553204399999997,0.453241736,0.45175758,0.44613760700000005,0.41764217600000003,0.38374611700000005,0.382708311
